UF,PIB,Pop_est_2009,classe
BAHIA,19514.67382812,6148,1
BAHIA,136802.359375,30602,1
MINAS GERAIS,518959.375,35233,2
RIO GRANDE DO SUL,51409.2890625,3712,2
SÃO PAULO,58621.4140625,5343,2
PARAÍBA,24999.91796875,6812,1
RIO GRANDE DO SUL,723649.875,36045,2
RIO GRANDE DO SUL,87360.328125,8880,2
PARANÁ,31057.0078125,4105,1
PERNAMBUCO,49816.1640625,14063,1
PARANÁ,118062.1875,15121,1
PIAUÍ,13286.66894531,4491,1
CEARÁ,76905.4609375,23540,1
GOIÁS,141374.421875,8454,2
GOIÁS,47221.2109375,5951,1
GOIÁS,119340.1796875,10911,2
CEARÁ,75618.8359375,24636,1
PERNAMBUCO,174596.234375,35528,1
MINAS GERAIS,238511.484375,18579,2
CEARÁ,141155.40625,29892,1
PERNAMBUCO,161626.96875,35914,1
BAHIA,71736.671875,14201,1
MARANHÃO,99994.796875,26202,1
PARAÍBA,165522.65625,31100,1
SÃO PAULO,122058.875,18131,1
MATO GROSSO,59532.46484375,7851,1
GOIÁS,24145.83007812,3223,1
RIO GRANDE DO NORTE,289145.5625,43536,1
SÃO PAULO,2928060.75,99047,3
PARÁ,205298.015625,48429,1
SANTA CATARINA,502818.3125,29317,2
PARAÍBA,19897.0703125,3855,1
PIAUÍ,164702.8125,11502,2
MINAS GERAIS,10433.84667969,890,2
SERGIPE,23908.3203125,3813,1
PARANÁ,1710904.875,85896,2
SÃO PAULO,31616452,718646,3
MINAS GERAIS,248070.1875,25532,2
AMAZONAS,109349.2890625,32958,1
PARANÁ,164492.28125,12898,2
MINAS GERAIS,29253.85351562,7242,1
SÃO PAULO,70821.875,4558,2
BAHIA,44926.98828125,12608,1
MINAS GERAIS,131656.03125,7439,2
SANTA CATARINA,27616.203125,2826,2
PERNAMBUCO,70330.21875,14461,1
MINAS GERAIS,55018.7890625,10754,1
MINAS GERAIS,154348.234375,19244,1
MINAS GERAIS,41717.6640625,11458,1
BAHIA,41737.30859375,10949,1
PARAÍBA,57575.5078125,14177,1
BAHIA,47203.65234375,8999,1
MARANHÃO,133867.625,39380,1
MINAS GERAIS,100532.8515625,10869,1
MINAS GERAIS,264196.1875,19234,2
MINAS GERAIS,56681.55078125,9116,1
RONDÔNIA,163247.671875,17698,1
MINAS GERAIS,314871.53125,7198,3
SÃO PAULO,2275422,112481,2
RIO GRANDE DO SUL,45537.92578125,3342,2
CEARÁ,60732.4140625,19044,1
MINAS GERAIS,34932.56640625,4599,1
RIO GRANDE DO SUL,59938.80859375,4469,2
SÃO PAULO,120494.609375,10849,2
PARAÍBA,40174.56640625,10546,1
SANTA CATARINA,33405.02734375,2683,2
MARANHÃO,18226.36132812,5567,1
ALAGOAS,15465.23339844,5071,1
RIO GRANDE DO SUL,117948.4921875,10191,2
GOIÁS,22013.68359375,2821,1
SÃO PAULO,92286.71875,6382,2
SERGIPE,113096.484375,16194,1
SANTA CATARINA,169965.046875,11713,2
BAHIA,36207.7734375,8818,1
MINAS GERAIS,70678.1171875,3657,2
RIO GRANDE DO SUL,170510.5,14744,2
SÃO PAULO,48428.26171875,2770,2
MINAS GERAIS,137973.40625,27110,1
SANTA CATARINA,851195.8125,25322,3
MINAS GERAIS,159273.59375,25994,1
SERGIPE,793643.5625,63582,2
SANTA CATARINA,412689.84375,16899,3
PARAÍBA,28109.671875,7642,1
ALAGOAS,73067.953125,17366,1
RIO GRANDE DO SUL,1524519.25,64438,3
PIAUÍ,15607.98242188,5165,1
SÃO PAULO,821050.5,43483,2
MARANHÃO,38999.54296875,9888,1
MINAS GERAIS,28704.66015625,4108,1
GOIÁS,88431.5625,7936,2
PIAUÍ,22541.13671875,7286,1
MINAS GERAIS,22361.55664062,5466,1
MINAS GERAIS,18525.68945312,2844,1
PIAUÍ,113815.4375,37850,1
SÃO PAULO,36335.70703125,4984,1
MINAS GERAIS,71222.171875,6805,2
PARANÁ,86949.40625,8015,2
PARANÁ,56040.73828125,7767,1
PARANÁ,64224.46875,8259,1
SÃO PAULO,6126170.5,205229,3
TOCANTINS,33895.98046875,4123,1
MATO GROSSO,223776.71875,19398,2
RIO GRANDE DO SUL,51965.35546875,6767,1
RIO GRANDE DO NORTE,162538.609375,12732,2
RIO GRANDE DO SUL,59938.05078125,6702,1
PARÁ,229661.15625,39088,1
MINAS GERAIS,211526.859375,38531,1
PERNAMBUCO,105706.2578125,28518,1
GOIÁS,338301.90625,20260,2
MINAS GERAIS,44316.84375,10820,1
PARANÁ,1176560.375,76311,2
SÃO PAULO,479193.375,39616,2
MINAS GERAIS,58730.26953125,11531,1
SÃO PAULO,46511.03125,5170,1
RIO GRANDE DO SUL,334787.625,22589,2
SÃO PAULO,393270.96875,25236,2
PARÁ,130322.4453125,25027,1
PARANÁ,254992.921875,20539,2
GOIÁS,411189.625,3392,4
PARANÁ,32694.72851562,2893,2
SÃO PAULO,64745.5625,8172,1
PARAÍBA,32676.77929688,4629,1
RIO GRANDE DO SUL,364619.03125,20160,2
GOIÁS,886822.875,48329,2
CEARÁ,230465.71875,54753,1
TOCANTINS,30757.4375,2143,2
RIO DE JANEIRO,2013343.625,228996,1
RIO GRANDE DO SUL,81327.3671875,8124,2
SÃO PAULO,61219.453125,10168,1
MINAS GERAIS,27503.37695312,4538,1
RIO GRANDE DO SUL,517292.5,26695,2
PERNAMBUCO,135253.546875,34988,1
BAHIA,161170.625,53429,1
SANTA CATARINA,334084.625,11427,3
MINAS GERAIS,68067.1015625,15464,1
MATO GROSSO DO SUL,109730.15625,6001,2
MATO GROSSO,1969609,46933,3
PARAÍBA,48637.65625,11737,1
PARANÁ,48218.3984375,4718,2
SÃO PAULO,35835.5,2442,2
RIO GRANDE DO SUL,84932.109375,10389,1
PARANÁ,38261.27734375,5183,1
BAHIA,33801.07421875,13245,1
MATO GROSSO,299267.5,31597,1
RIO GRANDE DO SUL,37583.06640625,2700,2
CEARÁ,57058.2109375,18610,1
MINAS GERAIS,25183730,441748,4
SÃO PAULO,71329.03125,11742,1
RIO GRANDE DO SUL,25478.38085938,2729,1
SÃO PAULO,182392.53125,15707,2
MINAS GERAIS,51039.98046875,7523,1
MATO GROSSO,38263.3828125,3289,2
BAHIA,287249.9375,31527,1
PERNAMBUCO,24835340,1561659,2
SÃO PAULO,410311.84375,40891,2
PARANÁ,146517.78125,7357,2
RIO GRANDE DO SUL,23714.16796875,2134,2
PERNAMBUCO,98158.421875,21342,1
SÃO PAULO,142219.609375,11980,2
MINAS GERAIS,25803.06835938,3952,1
RIO GRANDE DO SUL,548263.9375,19358,3
PARÁ,150373.875,21504,1
SÃO PAULO,95514.3671875,7439,2
MATO GROSSO,342075.71875,20511,2
RIO DE JANEIRO,188598.5,22230,1
PIAUÍ,24684.06835938,7425,1
PARÁ,573767.6875,67064,1
MINAS GERAIS,564040.3125,23069,3
MINAS GERAIS,60727.01953125,7326,1
MINAS GERAIS,31483.63085938,8536,1
RIO GRANDE DO SUL,418724.6875,23928,2
SÃO PAULO,65366.13671875,5948,2
SÃO PAULO,72577.4375,8162,1
MINAS GERAIS,348062,11138,3
PIAUÍ,70273.3125,17714,1
MINAS GERAIS,37439.67578125,3866,2
PARANÁ,26999.47070312,3791,1
GOIÁS,15232.96191406,2324,1
SANTA CATARINA,10870486,172081,4
MINAS GERAIS,59391.4765625,3980,2
SANTA CATARINA,201767.796875,9611,2
BAHIA,71017.234375,10675,1
RIO GRANDE DO SUL,243322.9375,10787,3
PARÁ,852071.4375,58683,2
BAHIA,124283.6875,35512,1
RONDÔNIA,96860.171875,10572,1
MARANHÃO,67412.1640625,17923,1
SERGIPE,97857.0703125,9466,2
RIO GRANDE DO SUL,49653.62890625,5587,1
SANTA CATARINA,86741.7734375,6791,2
BAHIA,15637.85742188,4507,1
RIO DE JANEIRO,184233.609375,20574,1
SANTA CATARINA,46735.234375,3458,2
MINAS GERAIS,658043.375,47007,2
PARANÁ,44649.85546875,6339,1
RIO GRANDE DO SUL,31846.53320312,2580,2
CEARÁ,603479.0625,71400,1
BAHIA,60514.3359375,19099,1
RIO GRANDE DO SUL,32064.82617188,3263,2
MINAS GERAIS,27132.82226562,5572,1
BAHIA,2672093.5,156936,2
PARANÁ,96662.96875,6180,2
RIO GRANDE DO SUL,85096.53125,6655,2
SÃO PAULO,114837.3984375,5691,2
MINAS GERAIS,26801.24609375,6550,1
SANTA CATARINA,44036.15625,3277,2
BAHIA,2280732.75,213656,2
RIO GRANDE DO SUL,74208.53125,6420,2
MINAS GERAIS,34492.50390625,5418,1
GOIÁS,452558.71875,46786,2
CEARÁ,249719.25,47354,1
MINAS GERAIS,195723.25,21212,1
MINAS GERAIS,54560.2578125,9347,1
MATO GROSSO,11522.66308594,1115,2
PERNAMBUCO,43013.71875,12185,1
GOIÁS,23718.08007812,2243,2
SANTA CATARINA,84694.8515625,7791,2
RIO GRANDE DO SUL,30497.47851562,1872,2
CEARÁ,32610.0546875,10816,1
SÃO PAULO,92881.0078125,5312,2
PARANÁ,126352.34375,11890,2
RIO DE JANEIRO,2638733.5,178653,2
RIO DE JANEIRO,1001154.8125,30572,3
RIO GRANDE DO SUL,779404.3125,36560,2
RIO GRANDE DO SUL,43464.18359375,7606,1
PIAUÍ,39999.8671875,12125,1
ALAGOAS,34067.5078125,4568,1
PARAÍBA,16890.47070312,4726,1
SANTA CATARINA,62066.015625,5228,2
BAHIA,89429.9609375,25935,1
SÃO PAULO,1602155.25,48754,3
AMAPÁ,144603.140625,14951,2
GOIÁS,700326.6875,39756,2
SÃO PAULO,929610.4375,28478,3
BAHIA,46145.44140625,10691,1
PIAUÍ,15099.21386719,5077,1
BAHIA,62100,15191,1
RIO GRANDE DO SUL,69569.1875,7120,2
PARAÍBA,9451.24511719,1770,1
PARANÁ,34303.30078125,4154,1
SANTA CATARINA,355737.84375,16596,2
PARANÁ,76281.640625,4902,2
SANTA CATARINA,47479.2578125,3358,2
MINAS GERAIS,47648.38671875,5567,1
MINAS GERAIS,699269.4375,67178,2
PERNAMBUCO,70813.296875,18350,1
PIAUÍ,18437.96875,6369,1
SÃO PAULO,303694.3125,26011,2
CEARÁ,48024.953125,11519,1
MINAS GERAIS,43049.03515625,7762,1
MARANHÃO,60119.0625,20255,1
PARÁ,105948.2578125,28299,1
CEARÁ,161581.125,41052,1
BAHIA,30138.6953125,9631,1
RIO GRANDE DO SUL,97695.7890625,5401,2
RIO GRANDE DO SUL,44772.2265625,3642,2
SANTA CATARINA,899691.5625,52933,2
CEARÁ,174912.265625,31247,1
PERNAMBUCO,42571.109375,12011,1
TOCANTINS,90362.7265625,12231,1
BAHIA,1320355,57708,3
MINAS GERAIS,73914.4921875,8122,1
TOCANTINS,44195.53515625,5388,1
BAHIA,60504.7265625,19703,1
MINAS GERAIS,31722.73828125,4106,1
PARANÁ,140555.96875,9946,2
ALAGOAS,179677.546875,32871,1
SÃO PAULO,27111.48828125,1958,2
MINAS GERAIS,72084.265625,15237,1
RIO GRANDE DO SUL,103708.546875,11335,1
MARANHÃO,31553.85351562,8855,1
PERNAMBUCO,151669.125,33206,1
ESPIRITO SANTO,55758.921875,7247,1
BAHIA,68925.3125,17270,1
SANTA CATARINA,284224.75,17670,2
MATO GROSSO,399421.90625,15089,3
MARANHÃO,97021.4921875,19991,1
GOIÁS,88284.84375,7862,2
MINAS GERAIS,48413.43359375,6036,1
MINAS GERAIS,139200.046875,15907,1
ACRE,160340.78125,14682,2
CEARÁ,34406.640625,10838,1
PARAÍBA,25068.58007812,5959,1
SÃO PAULO,132047.078125,14918,1
TOCANTINS,38038.546875,5591,1
PIAUÍ,97695.8671875,27148,1
MARANHÃO,16706.12890625,5087,1
RIO GRANDE DO SUL,54290.7890625,5050,2
RIO GRANDE DO SUL,27727.14453125,3067,1
PERNAMBUCO,22864.5859375,6123,1
PARANÁ,43224.23046875,6080,1
RIO GRANDE DO SUL,48548.41015625,4986,2
RONDÔNIA,237927.984375,16622,2
PERNAMBUCO,353226.59375,68000,1
MINAS GERAIS,51212.125,9404,1
ESPIRITO SANTO,144087.3125,14171,2
PARAÍBA,54398.78515625,12504,1
MINAS GERAIS,50279.2109375,10589,1
MINAS GERAIS,34233.875,3407,2
AMAZONAS,109074.7265625,18135,1
RIO GRANDE DO SUL,37326.453125,2961,2
RIO GRANDE DO NORTE,202100.953125,30549,1
PERNAMBUCO,99592.4375,27219,1
MINAS GERAIS,2563770.5,127974,2
ALAGOAS,73379.25,25107,1
MINAS GERAIS,281404.15625,15791,2
SÃO PAULO,656431.4375,40411,2
GOIÁS,38238.0078125,2720,2
PARAÍBA,71887.9765625,17085,1
ESPIRITO SANTO,230193.375,26239,1
SERGIPE,21582.24414062,3870,1
BAHIA,99350.3203125,13868,1
AMAZONAS,37870.4453125,9733,1
MINAS GERAIS,15410450,625393,3
TOCANTINS,38600.35546875,3562,2
PARAÍBA,15891.53613281,3374,1
MINAS GERAIS,105690.2734375,13864,1
SANTA CATARINA,116169.546875,8594,2
MINAS GERAIS,25390.21679688,5216,1
ACRE,88708.03125,6772,2
GOIÁS,83268.4765625,10039,1
SÃO PAULO,665977.0625,44233,2
MINAS GERAIS,31218.28125,3665,1
GOIÁS,81910.3515625,3708,2
PERNAMBUCO,2420401.5,298501,1
RIO GRANDE DO NORTE,27033.29296875,4066,1
RIO DE JANEIRO,293115.4375,8787,3
CEARÁ,1595504.125,249829,1
RIO GRANDE DO NORTE,28777.16796875,5166,1
PARANÁ,45960.53515625,3864,2
AMAPÁ,114913.0546875,14655,1
MINAS GERAIS,706347.25,15706,3
MINAS GERAIS,37442.55859375,5631,1
RIO GRANDE DO SUL,180706.109375,8414,2
PIAUÍ,18874.77539062,7246,1
CEARÁ,135950.578125,39288,1
SERGIPE,31583.64453125,5732,1
SANTA CATARINA,170042.234375,10274,2
PARAÍBA,11653.19238281,2202,1
MINAS GERAIS,22917.57617188,2974,1
MINAS GERAIS,498500.25,37228,2
MINAS GERAIS,20432.83398438,3793,1
SÃO PAULO,36359.76953125,4295,1
PARÁ,50105.02734375,14434,1
PIAUÍ,62860.98046875,16518,1
MARANHÃO,142970.515625,45630,1
SÃO PAULO,670886.1875,42260,2
PARÁ,244780.0625,27691,1
RIO DE JANEIRO,589030.25,101690,1
PARAÍBA,9379.60351562,2078,1
RIO DE JANEIRO,3514292.5,176899,2
PARANÁ,97418.75,9255,2
SÃO PAULO,56237.203125,5472,2
SÃO PAULO,51121.6015625,3841,2
RIO GRANDE DO SUL,168247.109375,7656,2
BAHIA,36031.44140625,11517,1
SÃO PAULO,4134485,63675,4
SANTA CATARINA,69070.9921875,8808,1
MINAS GERAIS,503760.125,13872,3
RIO GRANDE DO NORTE,44814.03125,10865,1
RIO GRANDE DO NORTE,21086.859375,4027,1
BAHIA,53921.52734375,14365,1
PARANÁ,87150.453125,11577,1
RIO GRANDE DO SUL,1158438.625,63035,2
PARÁ,27078.78710938,10580,1
PARANÁ,439807.0625,14034,3
RIO DE JANEIRO,19581276,434008,3
PERNAMBUCO,36680.328125,12209,1
PERNAMBUCO,408839.375,80330,1
RIO GRANDE DO NORTE,15428.45019531,3327,1
MINAS GERAIS,475015.625,34391,2
BAHIA,301334.8125,33115,1
PERNAMBUCO,92529.078125,24847,1
SÃO PAULO,143834.265625,2129,4
MINAS GERAIS,178215.953125,27123,1
MINAS GERAIS,37097.17578125,5266,1
PIAUÍ,19998.32226562,6996,1
SANTA CATARINA,60672.01171875,4381,2
MINAS GERAIS,153542.96875,17134,1
BAHIA,129069.2890625,26419,1
MATO GROSSO DO SUL,223395.234375,24838,1
GOIÁS,47799.625,5081,1
PARAÍBA,22368.90820312,6455,1
PARAÍBA,26172.796875,6751,1
MINAS GERAIS,142586.734375,12662,2
PARANÁ,126507.46875,7965,2
GOIÁS,37992.16796875,3484,2
PARÁ,81347.4296875,30552,1
SÃO PAULO,56580.80859375,3876,2
PARANÁ,135372.40625,15069,1
MINAS GERAIS,429076.75,22465,2
PIAUÍ,18909.66015625,5292,1
PIAUÍ,14099.85058594,4447,1
ESPIRITO SANTO,136367.578125,18358,1
SÃO PAULO,67685.765625,8214,1
RIO DE JANEIRO,129764.2109375,14676,1
RIO GRANDE DO NORTE,12700.25195312,2598,1
MINAS GERAIS,199301.484375,26038,1
SANTA CATARINA,38830.9453125,2893,2
GOIÁS,45527.7109375,7336,1
RIO GRANDE DO SUL,45350.16015625,4204,2
MINAS GERAIS,59960.48828125,7426,1
RIO DE JANEIRO,308012.03125,26896,2
MATO GROSSO DO SUL,71293.5078125,11553,1
RIO DE JANEIRO,425176.375,47832,1
SANTA CATARINA,65162.640625,4775,2
PARANÁ,56572.75390625,2976,2
SERGIPE,45362.34375,8608,1
MARANHÃO,65729.953125,9185,1
PARAÍBA,9599.48144531,2101,1
BAHIA,26103.7578125,8131,1
MINAS GERAIS,1455166.375,90225,2
MINAS GERAIS,101189.3984375,18261,1
SÃO PAULO,243681.765625,15777,2
PIAUÍ,70410.484375,19142,1
PARAÍBA,60003.859375,15236,1
CEARÁ,134232.671875,33271,1
MINAS GERAIS,91036.46875,12369,1
PARANÁ,226308.21875,15367,2
PARANÁ,75535.453125,8663,1
SÃO PAULO,902304.875,46172,2
ESPIRITO SANTO,71786.7734375,11630,1
SANTA CATARINA,87116.484375,5560,2
MINAS GERAIS,27707.33203125,6633,1
PARÁ,58551.58984375,16862,1
SANTA CATARINA,92486.703125,6135,2
MATO GROSSO,95436.4765625,8059,2
PIAUÍ,35954.1796875,10731,1
RONDÔNIA,114667.9453125,9348,2
PERNAMBUCO,37193.05078125,10098,1
RIO GRANDE DO NORTE,18169.74804688,3535,1
SÃO PAULO,7712574,375268,2
PARANÁ,96583.484375,13995,1
MINAS GERAIS,9779.67578125,1737,1
MATO GROSSO DO SUL,154354.140625,8734,2
MARANHÃO,38253.81640625,12492,1
SANTA CATARINA,41448.7890625,2943,2
PARANÁ,92969.8984375,9296,2
SÃO PAULO,512013.15625,33267,2
RIO GRANDE DO NORTE,19798.83007812,5973,1
PIAUÍ,757988.75,146059,1
GOIÁS,543086.1875,56839,1
BAHIA,337622.03125,68101,1
BAHIA,144157.8125,48633,1
BAHIA,55079.7578125,19492,1
SÃO PAULO,748769.6875,46902,2
BAHIA,67050.234375,21814,1
BAHIA,27428.83007812,8883,1
MINAS GERAIS,41265.0546875,6751,1
CEARÁ,166716.234375,32557,1
MINAS GERAIS,230657.375,25583,1
RIO DE JANEIRO,300379.84375,11939,3
PIAUÍ,255724.34375,62107,1
PARÁ,78205.4921875,24967,1
ESPIRITO SANTO,274371.65625,30604,1
BAHIA,47883.55859375,13811,1
PARANÁ,48089.51953125,5200,1
BAHIA,86859.359375,29449,1
SÃO PAULO,206526.3125,20284,2
RONDÔNIA,303792.15625,33159,1
MINAS GERAIS,786498.75,54819,2
SERGIPE,145578.5,27456,1
MARANHÃO,825527.0625,148072,1
SÃO PAULO,34601.5703125,4765,1
PIAUÍ,25050.22070312,6853,1
MARANHÃO,77139.328125,17835,1
PERNAMBUCO,93925.2890625,26386,1
PARANÁ,141484.265625,14363,2
RORAIMA,146091.0625,11942,2
SANTA CATARINA,39482.30859375,2266,2
ALAGOAS,85124.4453125,31361,1
RIO GRANDE DO SUL,208354.046875,12392,2
TOCANTINS,49225.61328125,6534,1
BAHIA,85858.2421875,20279,1
SANTA CATARINA,33027.140625,2275,2
RIO GRANDE DO SUL,63942.12890625,2453,3
SANTA CATARINA,25421.84375,2518,2
MARANHÃO,36901.5859375,8765,1
RIO GRANDE DO NORTE,46653.8046875,10947,1
ALAGOAS,102110.5078125,25493,1
PARÁ,518739.1875,101158,1
CEARÁ,89577.265625,26857,1
MINAS GERAIS,51455.734375,8353,1
PIAUÍ,24608.11914062,7582,1
ESPIRITO SANTO,263118.34375,23761,2
MINAS GERAIS,681050.8125,6522,4
MINAS GERAIS,78774.9609375,11658,1
SÃO PAULO,112990.6875,8968,2
SÃO PAULO,14182597,584313,3
RIO GRANDE DO NORTE,16786.94921875,3663,1
PERNAMBUCO,80618.5546875,22427,1
PIAUÍ,35031.90625,4231,1
PARANÁ,162055.78125,11079,2
MINAS GERAIS,94904.59375,8525,2
RIO GRANDE DO SUL,25251.08203125,1880,2
MINAS GERAIS,65187.90625,9598,1
SÃO PAULO,504277.21875,10224,3
MATO GROSSO,381964.625,21424,2
RIO DE JANEIRO,4480098.5,96622,3
PERNAMBUCO,204670.65625,28100,1
ALAGOAS,208935.734375,53023,1
ESPIRITO SANTO,205491.609375,20742,2
PARANÁ,78503.890625,5158,2
RIO GRANDE DO SUL,3728977.5,187507,2
MATO GROSSO,417087.21875,34349,2
ALAGOAS,43188.9765625,11566,1
PARANÁ,207916.859375,25002,1
BAHIA,480991.4375,64642,1
PERNAMBUCO,222534.765625,47521,1
MATO GROSSO,624462.375,5223,4
BAHIA,127060.5625,35031,1
MINAS GERAIS,241022.125,27068,1
PARÁ,92045.8671875,17778,1
ALAGOAS,67053.9296875,22436,1
SÃO PAULO,226661.453125,17993,2
AMAZONAS,45974.66015625,11170,1
MINAS GERAIS,104638.234375,13810,1
MARANHÃO,44755.63671875,7940,1
MINAS GERAIS,147273.484375,23048,1
MINAS GERAIS,49489.51171875,4453,2
PARANÁ,36312.3671875,3642,2
MARANHÃO,50444.48828125,11729,1
PARANÁ,77366.6171875,5867,2
MARANHÃO,35078.73828125,10330,1
PARÁ,240422.15625,48501,1
CEARÁ,45321.98828125,14537,1
MINAS GERAIS,193151.859375,3757,3
MINAS GERAIS,36957.18359375,4983,1
SÃO PAULO,105016.4453125,9459,2
RIO GRANDE DO SUL,1371059.625,63375,2
RIO GRANDE DO NORTE,54438.6328125,10913,1
RIO GRANDE DO SUL,1456599.25,59557,3
BAHIA,48485.796875,15772,1
MINAS GERAIS,65903.3984375,10769,1
PIAUÍ,9913.04785156,2912,1
SÃO PAULO,2516744.75,139836,2
PIAUÍ,23281.66796875,6417,1
MATO GROSSO,45290.41796875,4902,1
MINAS GERAIS,26947.62890625,3847,1
SÃO PAULO,26350.2578125,2582,2
GOIÁS,60560.5625,5085,2
SÃO PAULO,136662.890625,13881,2
ALAGOAS,74192.875,26415,1
PIAUÍ,31690.18554688,11246,1
MINAS GERAIS,136582.359375,18125,1
SANTA CATARINA,328927.0625,23080,2
MINAS GERAIS,1093276.125,75214,2
MINAS GERAIS,108453.5703125,12187,1
ALAGOAS,47460.00390625,7572,1
BAHIA,233801.03125,48007,1
SÃO PAULO,158198.953125,24124,1
MINAS GERAIS,27253.79101562,4349,1
RORAIMA,71165.2890625,8249,1
PIAUÍ,39716.03125,11498,1
SÃO PAULO,525667.75,62137,1
PERNAMBUCO,65477.71484375,17445,1
MINAS GERAIS,39413.9296875,3475,2
SÃO PAULO,2204609.25,114812,2
SÃO PAULO,29025.16992188,2536,2
PARANÁ,64081.80078125,5417,2
PARANÁ,88022.515625,11905,1
GOIÁS,100713.90625,8570,2
PARAÍBA,19060.671875,4214,1
MINAS GERAIS,58736.59375,9846,1
AMAZONAS,49871.54296875,11948,1
ESPIRITO SANTO,3854045.25,365859,2
PARANÁ,161459.640625,9267,2
MARANHÃO,187734.1875,63081,1
PIAUÍ,23262.90820312,7940,1
MINAS GERAIS,273967.125,32190,1
GOIÁS,83060.5078125,10360,1
MINAS GERAIS,38750.4296875,7094,1
MINAS GERAIS,63906.41796875,12923,1
MARANHÃO,56693.8671875,18306,1
RIO GRANDE DO NORTE,170540.796875,12045,2
SÃO PAULO,22336.42382812,3545,1
MINAS GERAIS,32944.35546875,3064,2
PARÁ,161438.78125,29251,1
RIO GRANDE DO SUL,39902.15234375,2401,2
GOIÁS,82400.4921875,13378,1
RIO GRANDE DO SUL,264831.875,17063,2
PARÁ,80748.671875,41487,1
MINAS GERAIS,122971.7109375,17916,1
MINAS GERAIS,102444.59375,21115,1
RIO DE JANEIRO,239413.5,30531,1
CEARÁ,40276.6328125,11800,1
MINAS GERAIS,90063.109375,14548,1
MINAS GERAIS,23571.6953125,4668,1
SÃO PAULO,55175.2109375,3109,2
PARAÍBA,30364.06640625,7035,1
RIO GRANDE DO NORTE,1133151.625,12558,4
PARANÁ,474162.09375,36825,2
SANTA CATARINA,32409.2578125,2241,2
MINAS GERAIS,593016.75,45975,2
BAHIA,36110.8984375,10812,1
SÃO PAULO,58483.06640625,5399,2
MINAS GERAIS,80305.2265625,8544,1
BAHIA,126010.2734375,14326,1
PARANÁ,6702200,325137,2
BAHIA,128211.015625,27755,1
RIO GRANDE DO SUL,612182.75,41642,2
PERNAMBUCO,949338.9375,131313,1
RIO GRANDE DO SUL,64114.3984375,4173,2
PARANÁ,70688.1484375,3800,2
MATO GROSSO DO SUL,98676.78125,6656,2
MINAS GERAIS,5659344,244508,3
RIO GRANDE DO NORTE,33951.94921875,8386,1
SÃO PAULO,220335.984375,15128,2
AMAZONAS,60242.65625,10108,1
PARAÍBA,32843.94140625,8461,1
MINAS GERAIS,1662534.75,35475,3
BAHIA,22533.35742188,5361,1
SERGIPE,1421083.875,155334,1
BAHIA,65303.5859375,16787,1
MARANHÃO,392365.8125,81329,1
MINAS GERAIS,35169.77734375,5700,1
PARAÍBA,58463.69140625,14087,1
MINAS GERAIS,26904.2578125,6807,1
ALAGOAS,30499.59179688,7763,1
BAHIA,29150.2734375,9643,1
TOCANTINS,17580.52539062,3322,1
CEARÁ,75557.6484375,19469,1
PARANÁ,51657.69140625,7918,1
SÃO PAULO,32034.41796875,3471,1
SANTA CATARINA,20000.97851562,2026,2
GOIÁS,23949.9140625,2809,1
RONDÔNIA,123563.3515625,11593,2
MINAS GERAIS,24095.359375,4450,1
BAHIA,25679.6015625,9050,1
SERGIPE,379600.34375,29347,2
RIO DE JANEIRO,1201515.75,103833,2
MINAS GERAIS,51993.1171875,11458,1
GOIÁS,323998.9375,14073,3
GOIÁS,1930988.5,86447,3
PARANÁ,30978.61328125,2860,2
MINAS GERAIS,79765.8828125,15462,1
MINAS GERAIS,29863.35351562,3673,1
SÃO PAULO,27870.24804688,1810,2
RIO GRANDE DO SUL,329343.375,6690,3
GOIÁS,35815.71484375,3145,2
PARANÁ,285869.65625,23925,2
MARANHÃO,493036.34375,113937,1
BAHIA,113195.1875,21154,1
MATO GROSSO,19378.42382812,2467,1
BAHIA,34246.515625,8992,1
CEARÁ,159719.203125,32678,1
GOIÁS,112784.5078125,11215,2
ESPIRITO SANTO,479944.875,32761,2
MINAS GERAIS,1773226.375,96759,2
SÃO PAULO,40574.765625,2427,2
SANTA CATARINA,13345175,497331,3
PARÁ,47786.7421875,13459,1
MINAS GERAIS,399429.71875,53653,1
MINAS GERAIS,93887.5625,5314,2
RIO GRANDE DO SUL,1098653,75445,2
SERGIPE,836599.625,24714,3
GOIÁS,16695.07617188,2379,1
ESPIRITO SANTO,88516.6484375,10735,1
PERNAMBUCO,43993.83984375,10784,1
SERGIPE,261663.78125,16046,2
PERNAMBUCO,171023.03125,43911,1
MINAS GERAIS,896665.25,114579,1
RIO GRANDE DO NORTE,49277.48046875,12079,1
PARAÍBA,33352.24609375,7604,1
SÃO PAULO,26467.31445312,4789,1
MINAS GERAIS,35345.015625,5723,1
MINAS GERAIS,10328.00292969,1825,1
PARÁ,95740.6484375,28011,1
BAHIA,102698.3046875,22295,1
GOIÁS,462417.625,5863,4
CEARÁ,2192431,334364,1
MATO GROSSO,22615.87109375,1804,2
PIAUÍ,70831.7734375,6180,2
MINAS GERAIS,29466.71484375,5662,1
PIAUÍ,28203.046875,9116,1
MINAS GERAIS,26655.82617188,2986,1
RIO GRANDE DO SUL,134730.1875,11623,2
SANTA CATARINA,54840.57421875,3426,2
GOIÁS,62772.9296875,9372,1
BAHIA,40420.2734375,9791,1
BAHIA,42085.7265625,8807,1
MINAS GERAIS,28248.98828125,4667,1
